type,entity_name,location_id,project_id,address_primary,city,state,zip_code,latitude,longitude,technology,upload_speed_anticipated,download_speed_anticipated,,
F,DESOTO PARISH EMERGENCY MEDICAL SERVICES STATION 1,2000003077,CM61-BEAD-LA-152-2048,1204 GUM ST,LOGANSPORT,LA,71049,31.97281,-93.99356,50,1000,1000,,1
F,METRO MISS - LOU AMBULANCE SERVICE LIMITED LIABILITY COMPANY,2000003153,CM61-BEAD-LA-152-2048,8333 UNITED STATES HIGHWAY 84 W,FERRIDAY,LA,71334,31.60827,-91.6304,50,1000,1000,,1
L,BRANCH LOGANSPORT LIBRARY,2000003235,CM61-BEAD-LA-152-2048,808 MAIN ST,LOGANSPORT,LA,71049,31.97576,-93.99825,50,1000,1000,,1
S,FERRIDAY JUNIOR HIGH SCHOOL,2000003239,CM61-BEAD-LA-152-2048,201 MARTIN LUTHER KING,FERRIDAY,LA,71334,31.62898,-91.56065,50,1000,1000,,1
F,DE SOTO PARISH SHERIFFS DEPARTMENT-SUBSTATION,2000003249,CM61-BEAD-LA-152-2048,109 N 2ND ST,LOGANSPORT,LA,71049,31.97338,-94.00524,50,1000,1000,,1
F,NEW IBERIA FIRE DEPARTMENT STATION 2,1293245417,CM61-BEAD-LA-152-2048,531 WEEKS ST,NEW IBERIA,LA,70560,30.000226974487305,-91.82182312,50,1000,1000,,1
S,FERRIDAY UPPER ELEMENTARY SCHOOL,2000003327,CM61-BEAD-LA-152-2048,151 MARTIN LUTHER KING,FERRIDAY,LA,71334,31.62951,-91.56065,50,1000,1000,,1
F,DE SOTO FIRE DISTRICT 5,2000003371,CM61-BEAD-LA-152-2048,13751 US HIGHWAY 84,LOGANSPORT,LA,71049,31.96073,-93.90294,50,1000,1000,,1
F,RIDGECREST POLICE DEPARTMENT,2000003392,CM61-BEAD-LA-152-2048,116 FOSTER DR,FERRIDAY,LA,71334,31.60627,-91.52385,50,1000,1000,,1
F,DE SOTO PARISH SHERIFFS DEPARTMENT / DE SOTO PARISH DETENTION CENTER,2000003509,CM61-BEAD-LA-152-2048,205 E FRANKLIN ST,MANSFIELD,LA,71052,32.0393,-93.7096,50,1000,1000,,1
S,MONTEREY HIGH SCHOOL,2000003601,CM61-BEAD-LA-152-2048,5920 HIGHWAY 129,MONTEREY,LA,71354,31.45598,-91.72092,50,1000,1000,,1
F,DESOTO PARISH EMERGENCY MEDICAL SERVICES STATION 2,2000003619,CM61-BEAD-LA-152-2048,208 GIBBS ST,MANSFIELD,LA,71052,32.03434,-93.70786,50,1000,1000,,1
F,CONCORDIA FIRE DISTRICT 2 STATION 1,2000003635,CM61-BEAD-LA-152-2048,413 AIRPORT RD,VIDALIA,LA,71373,31.58008,-91.50465,50,1000,1000,,1
F,SABINE PARISH WARDS 3 AND 4 FIRE PROTECTION DISTRICT 1 - MOUNT ZION STATION,2000003640,CM61-BEAD-LA-152-2048,STATE HIGHWAY 175,MANY,LA,71449,31.96329,-93.60276,50,1000,1000,,1
F,DESOTO PARISH FIRE DISTRICT 8 STATION 4,2000003649,CM61-BEAD-LA-152-2048,582 RAILRD AVE,MANSFIELD,LA,71052,32.01706,-93.72265,50,1000,1000,,1
F,DESOTO PARISH FIRE DISTRICT 8 STATION 7,2000003692,CM61-BEAD-LA-152-2048,1757 MUNDY RD,MANSFIELD,LA,71052,32.0629,-93.5735,50,1000,1000,,1
P,MANSFIELD HOUSING AUTHORITY,2000003695,CM61-BEAD-LA-152-2048,604 Line St,Mansfield,LA,71052,32.03013,-93.70375,50,1000,1000,,1
F,DESOTO PARISH FIRE DISTRICT 8 STATION 8,2000003721,CM61-BEAD-LA-152-2048,129 OLD SCHOOL RD,MANSFIELD,LA,71052,32.03766,-93.70018,50,1000,1000,,1
F,AMERICAN MEDICAL RESPONSE - FERRIDAY STATION,2000003763,CM61-BEAD-LA-152-2048,2238 UNITED STATES HIGHWAY 65,FERRIDAY,LA,71334,31.71694,-91.53732,50,1000,1000,,1
H,DE SOTO PARISH HEALTH UNIT,2000003803,CM61-BEAD-LA-152-2048,113 JEFFERSON ST,MANSFIELD,LA,71052,32.03666,-93.70893,50,1000,1000,,1
F,NEW IBERIA FIRE DEPARTMENT STATION 5,1293245563,CM61-BEAD-LA-152-2048,400 W ADMIRAL DOYLE DR,NEW IBERIA,LA,70560,29.995500564575195,-91.83861542,50,1000,1000,,1
S,ANDERSON MIDDLE SCHOOL,1293246425,CM61-BEAD-LA-152-2048,1059 ANDERSON ST,NEW IBERIA,LA,70560,30.00927734,-91.83808899,50,1000,1000,,1
S,PESSON ADDITION ELEMENTARY SCHOOL,1293246857,CM61-BEAD-LA-152-2048,619 BROUSSARD ST,NEW IBERIA,LA,70560,29.995281219482422,-91.81985474,50,1000,1000,,1
S,CENTRAL SCHOOL CORPORATION,2000003861,CM61-BEAD-LA-152-2048,1035 2ND ST,GRAND CANE,LA,71032,32.08527,-93.80689,50,1000,1000,,1
F,BUSH VOLUNTEER FIRE DEPARTMENT,1303044451,CM61-BEAD-LA-152-2048,80581 STATE HIGHWAY 21,BUSH,LA,70431,30.605688095092773,-89.94760895,50,1000,1000,,1
S,"VITA (Volunteer Instructors Teaching Adults), Guidry's Catfish",1293262745,CM61-BEAD-LA-152-2048,1093 HENDERSON HWY,BREAUX BRIDGE,LA,70517,30.31277029,-91.82240691,50,1000,1000,,1
H,GENESIS BEHAVIORAL HOSPITAL,1293266241,CM61-BEAD-LA-152-2048,606 LATIOLAIS RD,BREAUX BRIDGE,LA,70517,30.29336929321289,-91.90617371,50,1000,1000,,1
S,CARENCRO HIGH SCHOOL,1304380736,CM61-BEAD-LA-152-2048,721 W BUTCHER SWITCH RD,LAFAYETTE,LA,70507,30.286802291870117,-92.04048157,50,1000,1000,,1
F,HESSMER VOLUNTEER FIRE DEPARTMENT,2000002185,CM61-BEAD-LA-152-2048,4143 E MAIN ST,HESSMER,LA,71341,31.0526,-92.12155,50,1000,1000,,1
S,SOUTHFIELD SCHOOL,2000002202,CM61-BEAD-LA-152-2048,1100 SFIELD RD,SHREVEPORT,LA,71106,32.38033,-93.73335,50,1000,1000,,1
L,ACADIA PARISH LIBRARY,2000002212,CM61-BEAD-LA-152-2048,456 S 5TH ST,IOTA,LA,70543,30.32546,-92.49477,50,1000,1000,,1
S,AIRLINE HIGH SCHOOL,2000002218,CM61-BEAD-LA-152-2048,2801 AIRLINE DR,BOSSIER CITY,LA,71111,32.55354,-93.7115,50,1000,1000,,1
F,OAKDALE POLICE DEPARTMENT / OAKDALE CITY JAIL,2000002252,CM61-BEAD-LA-152-2048,118 10TH ST,OAKDALE,LA,71463,30.81502,-92.66209,50,1000,1000,,1
F,CADDO PARISH FIRE DISTRICT 6 - SUBSTATION 2,2000002253,CM61-BEAD-LA-152-2048,10377 LINWOOD AVE,SHREVEPORT,LA,71106,32.37395,-93.763,50,1000,1000,,1
H,Ochsner LSU Health Shreveport - Gastroenterology Associates,2000002265,CM61-BEAD-LA-152-2048,"1801 Fairfield Ave., Suite 305",Shreveport,LA,71101,32.49486,-93.75179,50,1000,1000,,1
F,ACADIA - EVANGELINE FIRE PROTECTION DISTRICT TEPETATE SUBSTATION,2000002290,CM61-BEAD-LA-152-2048,1289 REDICH RD,BASILE,LA,70515,30.40773,-92.54709,50,1000,1000,,1
S,HAUGHTON ELEMENTARY SCHOOL,2000002308,CM61-BEAD-LA-152-2048,395 S ELM ST,HAUGHTON,LA,71037,32.52428,-93.51089,50,1000,1000,,1
S,RAYNE CATHOLIC ELEMENTARY SCHOOL,2000002309,CM61-BEAD-LA-152-2048,407 S POLK ST,RAYNE,LA,70578,30.23278,-92.26762,50,1000,1000,,1
F,ACADIA PARISH SHERIFFS DEPARTMENT / ACADIA PARISH JAIL,2000002310,CM61-BEAD-LA-152-2048,1037 CAPITOL AVE,CROWLEY,LA,70526,30.20779,-92.39899,50,1000,1000,,1
F,ACADIA - EVANGELINE FIRE PROTECTION DISTRICT - TEPETATE STATION,2000002319,CM61-BEAD-LA-152-2048,REDICH RD,EUNICE,LA,70535,30.41493,-92.50129,50,1000,1000,,1
F,SOUTH BOSSIER VOLUNTEER FIRE DEPARTMENT STATION 5,2000002323,CM61-BEAD-LA-152-2048,8698 US HIGHWAY 71,ELM GROVE,LA,71051,32.38551,-93.59502,50,1000,1000,,1
F,MORSE POLICE DEPARTMENT,2000002335,CM61-BEAD-LA-152-2048,232 JULES AVE,MORSE,LA,70559,30.12653,-92.50031,50,1000,1000,,1
F,BRANCH VOLUNTEER FIRE DEPARTMENT SUBSTATION 1,2000002339,CM61-BEAD-LA-152-2048,6498 CHURCH POINT HIGHWAY,BRANCH,LA,70516,30.33685,-92.26741,50,1000,1000,,1
F,EVANGELINE VOLUNTEER FIRE DEPARTMENT,2000002342,CM61-BEAD-LA-152-2048,3111 EVANGELINE HIGHWAY,JENNINGS,LA,70546,30.26958,-92.58436,50,1000,1000,,1
F,ALLEN PARISH FIRE PROTECTION DISTRICT 3,2000002363,CM61-BEAD-LA-152-2048,1628 CARPENTERS BRIDGE RD,KINDER,LA,70648,30.55316,-92.89455,50,1000,1000,,1
S,LOYOLA COLLEGE PREPARATORY HIGH SCHOOL,2000002373,CM61-BEAD-LA-152-2048,921 JORDAN ST,SHREVEPORT,LA,71101,32.49738,-93.75011,50,1000,1000,,1
F,TUNICA-BILOXI TRIBAL POLICE DEPARTMENT,2000002375,CM61-BEAD-LA-152-2048,133 MELANCON RD,MARKSVILLE,LA,71351,31.11099,-92.06364,50,1000,1000,,1
F,CHURCH POINT POLICE DEPARTMENT,2000002377,CM61-BEAD-LA-152-2048,102 N MAIN ST,CHURCH POINT,LA,70525,30.40609,-92.21697,50,1000,1000,,1
F,MOREAUVILLE POLICE DEPARTMENT,2000002379,CM61-BEAD-LA-152-2048,BAYOU DES GLAISES RD,MOREAUVILLE,LA,71355,31.0507,-91.97478,50,1000,1000,,1
L,SHREVE MEMORIAL LIBRARY,2000002408,CM61-BEAD-LA-152-2048,1212 CAPTAIN SHREVE DR,SHREVEPORT,LA,71105,32.47075,-93.70715,50,1000,1000,,1
F,ALLEN PARISH WARD 3 FIRE DISTRICT 2 - REEVES STATION,2000002410,CM61-BEAD-LA-152-2048,FORD ST,REEVES,LA,70658,30.52185,-93.04588,50,1000,1000,,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - CROWLEY STATION,2000002412,CM61-BEAD-LA-152-2048,1417 CROWLEY RAYNE HIGHWAY,CROWLEY,LA,70526,30.22883,-92.35922,50,1000,1000,,1
F,HESSMER VOLUNTEER FIRE DEPARTMENT STATION 2,2000002414,CM61-BEAD-LA-152-2048,2971 STATE HIGHWAY 114,HESSMER,LA,71341,31.06047,-92.15884,50,1000,1000,,1
H,AVOYELLES PARISH HEALTH UNIT,2000002432,CM61-BEAD-LA-152-2048,657 GOVERNMENT ST,MARKSVILLE,LA,71351,31.11593,-92.06681,50,1000,1000,,1
S,COLQUITT CHRISTIAN ACADEMY,2000002433,CM61-BEAD-LA-152-2048,3217 COLQUITT RD,SHREVEPORT,LA,71118,32.39077,-93.81993,50,1000,1000,,1
F,LELEUX FIRE STATION,2000002449,CM61-BEAD-LA-152-2048,5801 STATE HIGHWAY 13,CROWLEY,LA,70526,30.14486,-92.36311,50,1000,1000,,1
F,CROWLEY POLICE DEPARTMENT,2000002465,CM61-BEAD-LA-152-2048,426 N AVE F,CROWLEY,LA,70526,30.21311,-92.37418,50,1000,1000,,1
S,SOUTHERN UNIVERSITY AT SHREVEPORT,2000002469,CM61-BEAD-LA-152-2048,3050 MARTIN LUTHER KING DR,SHREVEPORT,LA,71107,32.54448,-93.8336,50,1000,1000,,1
F,LYONS POINT VOLUNTEER FIRE DEPARTMENT,2000002543,CM61-BEAD-LA-152-2048,2014 S STATE HIGHWAY 13,CROWLEY,LA,70526,30.09455,-92.36112,50,1000,1000,,1
S,PLAUCHEVILLE ELEMENTARY SCHOOL,2000002545,CM61-BEAD-LA-152-2048,HIGHWAY 1181 - SCHOOL LOOP 50,PLAUCHEVILLE,LA,71362,30.96534,-91.98196,50,1000,1000,,1
F,PLAUCHEVILLE POLICE DEPARTMENT,2000002591,CM61-BEAD-LA-152-2048,"146 GIN ST, CITY HALL",PLAUCHEVILLE,LA,71362,30.96538,-91.98109,50,1000,1000,,1
F,BENTON FIRE DISTRICT 4 STATION 3,2000002592,CM61-BEAD-LA-152-2048,5295 SWAN LAKE RD,BOSSIER CITY,LA,71111,32.61509,-93.71115,50,1000,1000,,1
S,CADDO PARISH MIDDLE MAGNET SCHOOL,2000002612,CM61-BEAD-LA-152-2048,7635 CORNELIOUS DR,SHREVEPORT,LA,71106,32.43659,-93.74368,50,1000,1000,,1
F,MIRE VOLUNTEER FIRE DEPARTMENT DISTRICT 7,2000002642,CM61-BEAD-LA-152-2048,5248 MIRE HIGHWAY,RAYNE,LA,70578,30.29493,-92.19307,50,1000,1000,,1
L,SHREVE MEMORIAL LIBRARY,2000002653,CM61-BEAD-LA-152-2048,2105 HOLLYWOOD AVE,SHREVEPORT,LA,71108,32.45575,-93.77542,50,1000,1000,,1
F,SHREVEPORT EMERGENCY MEDICAL SERVICES STATION 12,2000002683,CM61-BEAD-LA-152-2048,6610 WOOLWORTH RD,SHREVEPORT,LA,71129,32.41724,-93.9008,50,1000,1000,,1
F,RED RIVER FIRE PARISH WIDE FIRE PROTECTION DISTRICT STATION 6,2000002685,CM61-BEAD-LA-152-2048,STATE HIGHWAY 1,COUSHATTA,LA,71019,31.057,-92.02754,50,1000,1000,,1
F,LYONS POINT VOLUNTEER FIRE DEPARTMENT - SUBSTATION,2000002705,CM61-BEAD-LA-152-2048,6553 S STATE HIGHWAY 13,CROWLEY,LA,70526,30.16171,-92.36297,50,1000,1000,,1
S,PATHWAYS IN EDUCATION - NORTH MARKET,2000002741,CM61-BEAD-LA-152-2048,1909 N MARKET,SHREVEPORT,LA,71107,32.54573,-93.77722,50,1000,1000,,1
F,IOTA POLICE DEPARTMENT,2000002749,CM61-BEAD-LA-152-2048,116 DUSON AVE,IOTA,LA,70543,30.33094,-92.49473,50,1000,1000,,1
F,BARKSDALE AIR FORCE BASE EMERGENCY MEDICAL SERVICES - DOD,2000002764,CM61-BEAD-LA-152-2048,CURTIS RD,BARKSDALE AFB,LA,71110,32.49313,-93.67807,50,1000,1000,,1
F,MERMENTAU VOLUNTEER FIRE DEPARTMENT - SUBSTATION 1,2000002766,CM61-BEAD-LA-152-2048,1918 EVERGLADE RD,MORSE,LA,70559,30.15535,-92.56606,50,1000,1000,,1
F,MERMENTAU VOLUNTEER FIRE DEPARTMENT,2000002771,CM61-BEAD-LA-152-2048,801 RAILRD AVE,MERMENTAU,LA,70556,30.18754,-92.58351,50,1000,1000,,1
F,CROWLEY FIRE DEPARTMENT SUB STATION 2,2000002791,CM61-BEAD-LA-152-2048,408 E NERN AVE,CROWLEY,LA,70526,30.20702,-92.36162,50,1000,1000,,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - CHURCH POINT STATION,2000002820,CM61-BEAD-LA-152-2048,215 N MAIN ST,CHURCH POINT,LA,70525,30.40658,-92.21816,50,1000,1000,,1
S,NORTH CROWLEY ELEMENTARY SCHOOL,2000002821,CM61-BEAD-LA-152-2048,820 W FIFTEENTH ST,CROWLEY,LA,70526,30.22065,-92.38734,50,1000,1000,,1
L,BRANCH PLAUCHEVILLE LIBRARY,2000002828,CM61-BEAD-LA-152-2048,GIN ST,PLAUCHEVILLE,LA,71362,30.96527,-91.98032,50,1000,1000,,1
F,REEVES POLICE DEPARTMENT,2000002840,CM61-BEAD-LA-152-2048,18370 UNITED STATES HIGHWAY 190,REEVES,LA,70658,30.51954,-93.0476,50,1000,1000,,1
S,MARKSVILLE HIGH SCHOOL,2000002841,CM61-BEAD-LA-152-2048,407 W BON TEMPT ST,MARKSVILLE,LA,71351,31.12905,-92.07197,50,1000,1000,,1
F,HESSMER POLICE DEPARTMENT,2000002843,CM61-BEAD-LA-152-2048,4142 BORDELON ST,HESSMER,LA,71341,31.05298,-92.12051,50,1000,1000,,1
S,FIRST BAPTIST CHURCH SCHOOL,2000002856,CM61-BEAD-LA-152-2048,533 OCKLEY DR,SHREVEPORT,LA,71106,32.46893,-93.73991,50,1000,1000,,1
F,IOTA VOLUNTEER FIRE DEPARTMENT,2000002880,CM61-BEAD-LA-152-2048,210 S 1ST ST,IOTA,LA,70543,30.3237,-92.4985,50,1000,1000,,1
S,ST JOSEPH SCHOOL K-12,2000002889,CM61-BEAD-LA-152-2048,3406 HIGHWAY 107 S,PLAUCHEVILLE,LA,71362,30.96511,-91.98251,50,1000,1000,,1
L,MERMENTAU LIBRARY,2000002894,CM61-BEAD-LA-152-2048,107 2ND ST,MERMENTAU,LA,70556,30.18915,-92.58687,50,1000,1000,,1
F,CROWLEY FIRE DEPARTMENT SUB STATION 1,2000002943,CM61-BEAD-LA-152-2048,225 E SPRUCE ST,CROWLEY,LA,70526,30.20421,-92.36877,50,1000,1000,,1
L,LSUE LEDOUX LIBRARY,2000002944,CM61-BEAD-LA-152-2048,2048 JOHNSON HIGHWAY,EUNICE,LA,70535,30.46912,-92.43948,50,1000,1000,,1
F,OAKDALE FIRE DEPARTMENT,2000002950,CM61-BEAD-LA-152-2048,115 N 10TH ST,OAKDALE,LA,71463,30.81602,-92.66235,50,1000,1000,,1
F,RAYNE VOLUNTEER FIRE DEPARTMENT MAIN STATION,2000002970,CM61-BEAD-LA-152-2048,318 S ADAMS AVE,RAYNE,LA,70578,30.2334,-92.26909,50,1000,1000,,1
S,MORSE ELEMENTARY SCHOOL,2000002998,CM61-BEAD-LA-152-2048,200 WISCONSIN ST,MORSE,LA,70559,30.12607,-92.50085,50,1000,1000,,1
F,EVERGREEN POLICE DEPARTMENT,2000003010,CM61-BEAD-LA-152-2048,1008 COTTON ST,EVERGREEN,LA,71333,30.95355,-92.11021,50,1000,1000,,1
F,COTTONPORT VOLUNTEER FIRE AND RESCUE,2000003021,CM61-BEAD-LA-152-2048,307 CHOUPIQUE LANE,COTTONPORT,LA,71327,30.98298,-92.05221,50,1000,1000,,1
S,CROWLEY MIDDLE SCHOOL,2000003074,CM61-BEAD-LA-152-2048,401 W NERN AVE,CROWLEY,LA,70526,30.21409,-92.37457,50,1000,1000,,1
S,MERMENTAU ELEMENTARY SCHOOL,2000003075,CM61-BEAD-LA-152-2048,405 CHURCH ST,MERMENTAU,LA,70556,30.19121,-92.58349,50,1000,1000,,1
F,ACADIA PARISH FIRE DISTRICT 5,2000003098,CM61-BEAD-LA-152-2048,227 S KRUTTSHNITT AVE,MORSE,LA,70559,30.12665,-92.49771,50,1000,1000,,1
S,OAKDALE HIGH SCHOOL,2000003124,CM61-BEAD-LA-152-2048,101 N 13TH ST,OAKDALE,LA,71463,30.81605,-92.6582,50,1000,1000,,1
F,DUPONT VOLUNTEER FIRE DEPARTMENT SUB STATION 2,2000003133,CM61-BEAD-LA-152-2048,7308 STATE HIGHWAY 107 S,PLAUCHEVILLE,LA,71362,30.88932,-91.94637,50,1000,1000,,1
F,LEBLANC VOLUNTEER FIRE DEPARTMENT,2000003134,CM61-BEAD-LA-152-2048,15193 US HIGHWAY 190,LEBLANC,LA,70651,30.51144,-92.94805,50,1000,1000,,1
L,ARCADIA PARISH LIBRARY MORSE BRANCH,2000003135,CM61-BEAD-LA-152-2048,JULES PEAK,MORSE,LA,70559,30.12097,-92.49986,50,1000,1000,,1
S,SOUTH RAYNE ELEMENTARY SCHOOL,2000003142,CM61-BEAD-LA-152-2048,101 E BRANCHE ST,RAYNE,LA,70578,30.22756,-92.26855,50,1000,1000,,1
S,MIDLAND HIGH SCHOOL,2000003146,CM61-BEAD-LA-152-2048,735 S CROCKER,MIDLAND,LA,70559,30.16632,-92.49747,50,1000,1000,,1
F,REEVES VOLUNTEER FIRE DEPARTMENT ALLEN PARISH WARD 3 DISTRICT 2,2000003166,CM61-BEAD-LA-152-2048,313 FORD ST,REEVES,LA,70658,30.52184,-93.0469,50,1000,1000,,1
F,CHURCH POINT VOLUNTEER FIRE DEPARTMENT,2000003185,CM61-BEAD-LA-152-2048,111 DAVID ST,CHURCH POINT,LA,70525,30.40481,-92.2183,50,1000,1000,,1
S,LAFARGUE ELEMENTARY SCHOOL,2000003194,CM61-BEAD-LA-152-2048,3366 HIGHWAY 107,EFFIE,LA,71331,31.21543,-92.15607,50,1000,1000,,1
F,EFFIE VOLUNTEER FIRE DEPARTMENT,2000003220,CM61-BEAD-LA-152-2048,N MAIN ST,EFFIE,LA,71331,31.21602,-92.15569,50,1000,1000,,1
F,MANSURA VOLUNTEER FIRE DEPARTMENT STATION 2,2000003248,CM61-BEAD-LA-152-2048,5690 STATE HIGHWAY 114,MANSURA,LA,71350,31.04995,-92.08031,50,1000,1000,,1
S,LA SCHOOL FOR AG SCIENCE,2000003267,CM61-BEAD-LA-152-2048,5303 HIGHWAY 115,BUNKIE,LA,71322,31.00799,-92.14579,50,1000,1000,,1
S,MIRE ELEMENTARY SCHOOL,2000003270,CM61-BEAD-LA-152-2048,5484 MIRE HIGHWAY,RAYNE,LA,70578,30.29759,-92.19375,50,1000,1000,,1
H,ALLEN PARISH HEALTH UNIT,2000003300,CM61-BEAD-LA-152-2048,145 HOSPITAL DR,OAKDALE,LA,71463,30.81615,-92.64464,50,1000,1000,,1
S,MARKSVILLE ELEMENTARY SCHOOL,2000003306,CM61-BEAD-LA-152-2048,430 W WADDIL ST,MARKSVILLE,LA,71351,31.12701,-92.07294,50,1000,1000,,1
S,RAYNE HIGH SCHOOL,2000003317,CM61-BEAD-LA-152-2048,1016 N POLK ST,RAYNE,LA,70578,30.24661,-92.2674,50,1000,1000,,1
S,CENTRAL RAYNE KINDERGARTEN SCHOOL,2000003352,CM61-BEAD-LA-152-2048,507 N POLK ST,RAYNE,LA,70578,30.23985,-92.26791,50,1000,1000,,1
S,ARMSTRONG MIDDLE SCHOOL,2000003355,CM61-BEAD-LA-152-2048,900 MARTIN LUTHER KING DR,RAYNE,LA,70578,30.24545,-92.2746,50,1000,1000,,1
F,COTTONPORT POLICE DEPARTMENT,2000003381,CM61-BEAD-LA-152-2048,931 BRYAN ST,COTTONPORT,LA,71327,30.98526,-92.05347,50,1000,1000,,1
F,MARKSVILLE VOLUNTEER FIRE DEPARTMENT,2000003397,CM61-BEAD-LA-152-2048,512 N MAIN ST,MARKSVILLE,LA,71351,31.129,-92.06416,50,1000,1000,,1
F,EUNICE FIRE DEPARTMENT ACADIA FIRE DISTRICT 4,2000003401,CM61-BEAD-LA-152-2048,2811 RUPPERT LAKE RD,EUNICE,LA,70535,30.42188,-92.45126,50,1000,1000,,1
F,ACADIA PARISH SHERIFFS DEPARTMENT,2000003422,CM61-BEAD-LA-152-2048,500 NE COURT CIRCLE,CROWLEY,LA,70526,30.21519,-92.37354,50,1000,1000,,1
F,ESTHERWOOD POLICE DEPARTMENT,2000003449,CM61-BEAD-LA-152-2048,"124 N LEBLANC, CITY HALL",ESTHERWOOD,LA,70534,30.18865,-92.4634,50,1000,1000,,1
S,SCOTT MIDDLE SCHOOL,1304385459,CM61-BEAD-LA-152-2048,116 MARIE ST,SCOTT,LA,70583,30.230697631835938,-92.09266663,50,1000,1000,,1
S,SOUTH CROWLEY ELEMENTARY SCHOOL,2000003482,CM61-BEAD-LA-152-2048,1102 S PARKERSON AVE,CROWLEY,LA,70526,30.20218,-92.37035,50,1000,1000,,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - BUNKIE STATION,2000003521,CM61-BEAD-LA-152-2048,399 EVERGREEN ST,BUNKIE,LA,71322,30.95351,-92.17897,50,1000,1000,,1
S,BRANCH ELEMENTARY SCHOOL,2000003528,CM61-BEAD-LA-152-2048,8362 BRANCH HIGHWAY,BRANCH,LA,70516,30.3496,-92.27133,50,1000,1000,,1
S,REEVES HIGH SCHOOL,2000003566,CM61-BEAD-LA-152-2048,13770 HIGHWAY 113,REEVES,LA,70658,30.52207,-93.04818,50,1000,1000,,1
F,OAKDALE FIRE DEPARTMENT - SUBSTATION,2000003575,CM61-BEAD-LA-152-2048,210 W 6TH AVE,OAKDALE,LA,71463,30.81581,-92.6651,50,1000,1000,,1
L,MORSE BRANCH LIBRARY,2000003585,CM61-BEAD-LA-152-2048,209 S JULES AVE,MORSE,LA,70559,30.12223,-92.49988,50,1000,1000,,1
F,CHURCH POINT VOLUNTEER FIRE DEPARTMENT,2000003597,CM61-BEAD-LA-152-2048,111 S DAVID ST,CHURCH POINT,LA,70525,30.40396,-92.21805,50,1000,1000,,1
H,VELOCITY CARE,2000003614,CM61-BEAD-LA-152-2048,7045 YOUREE DR,SHREVEPORT,LA,71105,32.44237,-93.71761,50,1000,1000,,1
F,MERMENTAU POLICE DEPARTMENT,2000003615,CM61-BEAD-LA-152-2048,104 7TH ST,MERMENTAU,LA,70556,30.18726,-92.58265,50,1000,1000,,1
S,AMIKIDS CADDO,2000003620,CM61-BEAD-LA-152-2048,3860 HUTCHINSON,SHREVEPORT,LA,71109,32.47419,-93.82471,50,1000,1000,,1
S,FAIRVIEW HIGH SCHOOL,2000003634,CM61-BEAD-LA-152-2048,4239 HIGHWAY 377,GRANT,LA,70644,30.78838,-92.94807,50,1000,1000,,1
L,BRANCH HAUGHTON LIBRARY,2000003638,CM61-BEAD-LA-152-2048,116 W MCKINLEY AVE,HAUGHTON,LA,71037,32.53361,-93.50552,50,1000,1000,,1
S,ST MARKS CATHEDRAL SCHOOL,2000003651,CM61-BEAD-LA-152-2048,2785 FAIRFIELD AVE,SHREVEPORT,LA,71104,32.48413,-93.74963,50,1000,1000,,1
F,ESTHERWOOD VOLUNTEER FIRE DEPARTMENT,2000003652,CM61-BEAD-LA-152-2048,303 FRONT AVE,ESTHERWOOD,LA,70534,30.19824,-92.42259,50,1000,1000,,1
F,ESTHERWOOD VOLUNTEER FIRE DEPARTMENT SUBSTATION 1,2000003653,CM61-BEAD-LA-152-2048,123 W SABINE AVE,MIDLAND,LA,70559,30.18159,-92.50309,50,1000,1000,,1
F,ALLEN PARISH SHERIFFS DEPARTMENT - REEVES SUBSTATION,2000003654,CM61-BEAD-LA-152-2048,18276 UNITED STATES HIGHWAY 190,REEVES,LA,70658,30.51954,-93.04583,50,1000,1000,,1
F,GOUDEAU VOLUNTEER FIRE DEPARTMENT,2000003670,CM61-BEAD-LA-152-2048,4622 STATE HIGHWAY 361,EVERGREEN,LA,71333,30.8778,-92.01846,50,1000,1000,,1
F,ACADIAN AMBULANCE SERVICE INCORPORATED - OAKDALE STATION,2000003687,CM61-BEAD-LA-152-2048,905 E 7TH AVE,OAKDALE,LA,71463,30.81721,-92.65066,50,1000,1000,,1
S,BOS-MAN'S BARBER COLLEGE,2000003703,CM61-BEAD-LA-152-2048,2724 W 70TH ST,SHREVEPORT,LA,71108,32.44245,-93.78197,50,1000,1000,,1
S,HAUGHTON MIDDLE SCHOOL,2000003710,CM61-BEAD-LA-152-2048,250 CHAMPION SHORES,HAUGHTON,LA,71037,32.53265,-93.50407,50,1000,1000,,1
F,BARKSDALE FIRE STATION 1 - DOD,2000003761,CM61-BEAD-LA-152-2048,LINDEBERG RD,BARKSDALE AFB,LA,71110,32.50243,-93.67502,50,1000,1000,,1
S,ESTHERWOOD ELEMENTARY SCHOOL,2000003778,CM61-BEAD-LA-152-2048,214 JEFFERSON AVE,ESTHERWOOD,LA,70534,30.1872,-92.46399,50,1000,1000,,1
F,BRANCH VOLUNTEER FIRE DEPARTMENT,2000003786,CM61-BEAD-LA-152-2048,173 DOCTOR PARROT AVE,BRANCH,LA,70516,30.34701,-92.26888,50,1000,1000,,1
